Nome,Ano_Nasc,Pais,Campo_Principal,link
Henry Baker (computer scientist),1866.0,Kingdom of Bavaria,Mathematics,https://en.wikipedia.org/wiki/Henry_Baker_(computer_scientist)
Robert Geroch,1942.0,Born (1942-06-01) 1 June 1942 (age 81),Physics,https://en.wikipedia.org/wiki/Robert_Geroch
Hiroshi Yoshikawa,1951.0,Japan,Physics,https://en.wikipedia.org/wiki/Hiroshi_Yoshikawa
Ramamurti Rajaraman,1939.0,Born (1939-03-11) 11 March 1939 (age 84)[1],Physics,https://en.wikipedia.org/wiki/Ramamurti_Rajaraman
David Vere-Jones,1936.0,Born1936,Physics,https://en.wikipedia.org/wiki/David_Vere-Jones
David A. McAllester,1956.0,1956 (age 67)United States,Computer Science,https://en.wikipedia.org/wiki/David_A._McAllester
Fritz Haber,1868.0,Kingdom of Prussia[1],Physical chemistry,https://en.wikipedia.org/wiki/Fritz_Haber
Rudolf Virchow,1821.0,German Confederation,Medicine,https://en.wikipedia.org/wiki/Rudolf_Virchow
Steven G. Krantz,1951.0,US,Medicine,https://en.wikipedia.org/wiki/Steven_G._Krantz
Charles B. Morrey Jr.,1907.0,Ohio,Mathematics,"https://en.wikipedia.org/wiki/Charles_B._Morrey,_Jr."
Mabel Minerva Young,1872.0,Massachusetts,Mathematics,https://en.wikipedia.org/wiki/Mabel_M._Young
Rose Whelan Sedgewick,,USA,Mathematics,https://en.wikipedia.org/wiki/Rose_Whelan_Sedgewick
Hermann Schwarz,1843.0,Prussia,Mathematician,https://en.wikipedia.org/wiki/Hermann_Schwarz
André-Marie Ampère,1775.0,Kingdom of France,Physics,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Joseph L. Pawsey,1908.0,Australia,Radio astronomy,https://en.wikipedia.org/wiki/Joseph_Lade_Pawsey
Thomas Spencer (mathematical physicist),1946.0,1946 (1946-12-24) (age 76),Radio astronomy,https://en.wikipedia.org/wiki/Thomas_Spencer_(mathematical_physicist)
Heinrich Hertz,1857.0,BornHeinrich Rudolf Hertz(1857-02-22)22 February 1857Free and Hanseatic City of Hamburg,Electromagnetism,https://en.wikipedia.org/wiki/Heinrich_Hertz
Shafi Goldwasser,1959.0,U.S.,Computer science,https://en.wikipedia.org/wiki/Shafi_Goldwasser
William Allis,1901.0,France,Theoretical physics,https://en.wikipedia.org/wiki/William_Allis
Max Planck,1858.0,German Confederation,Physics,https://en.wikipedia.org/wiki/Max_Planck
Richard Feynman,1918.0,U.S.,Theoretical physics,https://en.wikipedia.org/wiki/Richard_P._Feynman
Wilhelm Schur,1846.0,Germany,Astronomy,https://en.wikipedia.org/wiki/Wilhelm_Schur
Charles W. Misner,1932.0,U.S.,General relativity,https://en.wikipedia.org/wiki/Charles_Misner
S. R. Srinivasa Varadhan,1940.0,India),Mathematics,https://en.wikipedia.org/wiki/S._R._Srinivasa_Varadhan
George E. P. Box,1919.0,England,Statistics,https://en.wikipedia.org/wiki/George_E._P._Box
Dominic Joyce,1968.0,Born (1968-04-08) 8 April 1968 (age 55),Mathematics,https://en.wikipedia.org/wiki/Dominic_Joyce
David Albert,1954.0,Born1954 (age 68–69),Philosophy of physics,https://en.wikipedia.org/wiki/David_Albert
Chris Hull,1957.0,BornChristopher Michael Hull1957 (age 65–66)[2],Theoretical physics,https://en.wikipedia.org/wiki/Chris_Hull
Eduard Heine,1821.0,Prussia,Mathematician,https://en.wikipedia.org/wiki/Eduard_Heine
Warren Teitelman,1941.0,U. S.[3],Computer science,https://en.wikipedia.org/wiki/Warren_Teitelman
Bronisław Bandrowski,1879.0,Austria-Hungary,Computer science,https://en.wikipedia.org/wiki/Bronislaw_Bandrowski
Hjalmar Mellin,1854.0,Born(1854-06-19)19 June 1854Liminka,Mathematics,https://en.wikipedia.org/wiki/Hjalmar_Mellin
James A. Robinson,1854.0,Born(1854-06-19)19 June 1854Liminka,Mathematics,https://en.wikipedia.org/wiki/James_A._Robinson_(economist)
Friedrich Julius Richelot,1808.0,Prussia,Mathematics,https://en.wikipedia.org/wiki/Friedrich_Julius_Richelot
Johann Schweigger,1779.0,Brandenburg-Bayreuth,Physics,https://en.wikipedia.org/wiki/Johann_Schweigger
C. F. Powell,1903.0,United Kingdom,Physics,https://en.wikipedia.org/wiki/Cecil_Frank_Powell
Rosa M. Morris,1914.0,United Kingdom,Applied mathematics,https://en.wikipedia.org/wiki/Rosa_M._Morris
Pavel Alexandrov,1896.0,Russian Empire,Mathematics,https://en.wikipedia.org/wiki/Pavel_Alexandrov
Edwin Spanier,1921.0,D.C.,Mathematics,https://en.wikipedia.org/wiki/Edwin_Spanier
Friedrich Konrad Beilstein,1838.0,Russian Empire,Mathematics,https://en.wikipedia.org/wiki/Friedrich_Konrad_Beilstein
Peter Goodfellow (geneticist),1951.0,BornPeter Neville Goodfellow (1951-08-04) 4 August 1951 (age 72)[3],Mathematics,https://en.wikipedia.org/wiki/Peter_Goodfellow_(geneticist)
Nikolay Semyonov,1896.0,Russian Empire,Physics,https://en.wikipedia.org/wiki/Nikolay_Semyonov
Gary Miller (computer scientist),1896.0,Russian Empire,Physics,https://en.wikipedia.org/wiki/Gary_Miller_(professor)
Emmett Keeler,1941.0,1941 (age 81),Health economics,https://en.wikipedia.org/wiki/Emmett_Keeler
David Gabai,1954.0,1954 (age 69)[1],Mathematics,https://en.wikipedia.org/wiki/David_Gabai
Patrick Wayman,1927.0,Born8 October 1927 Bromley,Mathematics,https://en.wikipedia.org/wiki/Patrick_Wayman
Frank Lauren Hitchcock,1875.0,United States,Chemistry,https://en.wikipedia.org/wiki/Frank_Lauren_Hitchcock
Valentina Borok,1931.0,BornValentina Mikhailovna Borok(1931-07-09)9 July 1931Kharkiv in Ukraine,Chemistry,https://en.wikipedia.org/wiki/Valentina_Borok
Jean Leray,1906.0,Born(1906-11-07)7 November 1906Chantenay-sur-Loire (today part of Nantes),Mathematics,https://en.wikipedia.org/wiki/Jean_Leray
Max Abraham,1875.0,Born26 March 1875Danzig,Physicist,https://en.wikipedia.org/wiki/Max_Abraham
Robert Andrews Millikan,1868.0,U.S.,Physics,https://en.wikipedia.org/wiki/Robert_Andrews_Millikan
Hans Rademacher,1892.0,German Empire,Mathematics,https://en.wikipedia.org/wiki/Hans_Rademacher
Samuel C. C. Ting,1936.0,U.S.,Physics,https://en.wikipedia.org/wiki/Samuel_C._C._Ting
Lev Schnirelmann,1905.0,Russian Empire,Mathematics,https://en.wikipedia.org/wiki/Lev_Schnirelmann
Robert Alexander Rankin,1915.0,Scotland,Mathematics,https://en.wikipedia.org/wiki/Robert_Alexander_Rankin
Harold Jeffreys,1891.0,England,geophysics,https://en.wikipedia.org/wiki/Harold_Jeffreys
Joan Moschovakis,1937.0,BornJoan Rand1937,Mathematics,https://en.wikipedia.org/wiki/Joan_Moschovakis
Philip Burton Moon,1907.0,England,Nuclear physics,https://en.wikipedia.org/wiki/Philip_Burton_Moon
Carl Bergstrom,,BornCarl Theodore Bergstrom,Nuclear physics,https://en.wikipedia.org/wiki/Carl_Bergstrom
Johan Håstad,1960.0,Born (1960-11-19) 19 November 1960 (age 62),Computer science,https://en.wikipedia.org/wiki/Johan_H%C3%A5stad
Lars Ahlfors,1907.0,Finland,Mathematics,https://en.wikipedia.org/wiki/Lars_Ahlfors
Martin Harwit,1931.0,Czechoslovakia,Mathematics,https://en.wikipedia.org/wiki/Martin_Harwit
Shing-Tung Yau,1949.0,China,Mathematics,https://en.wikipedia.org/wiki/Shing-Tung_Yau
Sally Elizabeth Carlson,1896.0,Minnesota,Mathematics,https://en.wikipedia.org/wiki/Sally_Elizabeth_Carlson
Peter Goddard (physicist),1945.0,Born (1945-09-03) 3 September 1945 (age 78),Mathematics,https://en.wikipedia.org/wiki/Peter_Goddard_(physicist)
Peter Shalen,1945.0,Born (1945-09-03) 3 September 1945 (age 78),Mathematics,https://en.wikipedia.org/wiki/Peter_Shalen
Abdus Salam,1926.0,Pakistan),Theoretical physics,https://en.wikipedia.org/wiki/Abdus_Salam
Oleg Lupanov,1932.0,USSR,Discrete Mathematics,https://en.wikipedia.org/wiki/Oleg_Lupanov
László Tisza,1907.0,Austro-Hungarian Empire,Quantum mechanics,https://en.wikipedia.org/wiki/Laszlo_Tisza
Suresh H. Moolgavkar,1943.0,India,Epidemiology,https://en.wikipedia.org/wiki/Suresh_H._Moolgavkar
Harold Lewis,1923.0,United States,Epidemiology,https://en.wikipedia.org/wiki/Harold_Lewis
Wenfei Fan,1923.0,United States,Databases,https://en.wikipedia.org/wiki/Wenfei_Fan
Irwin Bernstein,1933.0,BornIrwin Samuel Bernstein1933 (age 89–90),Primatology,https://en.wikipedia.org/wiki/Irwin_Bernstein
Wilfrid Dixon,1915.0,Oregon,Mathematical statistics,https://en.wikipedia.org/wiki/Wilfrid_Dixon
Priyamvada Natarajan,,India,Cosmology,https://en.wikipedia.org/wiki/Priyamvada_Natarajan
Wanxiong Shi,1963.0,1963China,Mathematics,https://en.wikipedia.org/wiki/Wanxiong_Shi
Armand Borel,1923.0,Switzerland,Mathematics,https://en.wikipedia.org/wiki/Armand_Borel
Sidney Drell,1926.0,U.S.,Physics,https://en.wikipedia.org/wiki/Sidney_Drell
Richard D. Field,1944.0,U.S.,Physics,https://en.wikipedia.org/wiki/Richard_D._Field
Marlan Scully,1939.0,U.S.,Physics,https://en.wikipedia.org/wiki/Marlan_O._Scully
Dorian M. Goldfeld,1947.0,Germany,Mathematics,https://en.wikipedia.org/wiki/Dorian_M._Goldfeld
Stephen Fienberg,1942.0,Canada,Statistics,https://en.wikipedia.org/wiki/Stephen_Fienberg
François Folie,1833.0,Belgium later The Netherlands,Astronomer,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Folie
Hsiao-Wuen Hon,1963.0,1963 (1963-05-31) (age 60),Astronomer,https://en.wikipedia.org/wiki/Hsiao-Wuen_Hon
Carl Auer von Welsbach,1858.0,Austrian Empire,Chemistry,https://en.wikipedia.org/wiki/Carl_Auer_von_Welsbach
René Maurice Fréchet,1878.0,France,Mathematics,https://en.wikipedia.org/wiki/Maurice_Ren%C3%A9_Fr%C3%A9chet
Mikhail Lavrentyev,1900.0,Russian Empire,Mathematics,https://en.wikipedia.org/wiki/Mikhail_Lavrentyev
Elizabeth Bradley (mathematician and rower),1961.0,1961 (age 62),nonlinear systems,https://en.wikipedia.org/wiki/Elizabeth_Bradley_(mathematician_and_rower)
Jonathan Shewchuk,,British Columbia[1],nonlinear systems,https://en.wikipedia.org/wiki/Jonathan_Shewchuk
Bernard Katz,1911.0,German Empire,Neurophysiology,https://en.wikipedia.org/wiki/Bernard_Katz
Sanjeev Arora,1968.0,India,Theoretical computer science,https://en.wikipedia.org/wiki/Sanjeev_Arora
Stephen Barr,1953.0,1953 (age 69),Theoretical particle physics and cosmology,https://en.wikipedia.org/wiki/Stephen_Barr
Howell Tong,1944.0,Born1944 (age 78–79)Hong Kong,Statistics,https://en.wikipedia.org/wiki/Howell_Tong
Arthur Byron Coble,1878.0,US,Mathematician,https://en.wikipedia.org/wiki/Arthur_Byron_Coble
C. V. Raman,1888.0,India),Physics,https://en.wikipedia.org/wiki/C.V._Raman
Philip W. Anderson,1923.0,U.S.,Physics,https://en.wikipedia.org/wiki/Philip_W._Anderson
John David Jackson (physicist),1925.0,Canada,Nuclear physicsParticle physicsElectrodynamics,https://en.wikipedia.org/wiki/John_David_Jackson_(physicist)
Gabriel Andrew Dirac,1925.0,Born(1925-03-13)13 March 1925Budapest,Mathematics,https://en.wikipedia.org/wiki/Gabriel_Dirac
Felix Berezin,1931.0,Born(1931-04-25)25 April 1931Moscow,Mathematics,https://en.wikipedia.org/wiki/Felix_Berezin
Victor Goryunov,1956.0,Born1956Moscow,Mathematics,https://en.wikipedia.org/wiki/Victor_Goryunov
Cyril Norman Hinshelwood,1897.0,England,Physical chemistry,https://en.wikipedia.org/wiki/Cyril_Norman_Hinshelwood
Dudley R. Herschbach,1932.0,U.S.,Chemistry,https://en.wikipedia.org/wiki/Dudley_Herschbach
Donald Edward Osterbrock,1924.0,1924Cincinnati,astronomy,https://en.wikipedia.org/wiki/Donald_Edward_Osterbrock
Richard A. Isaacson,1941.0,1941,astronomy,https://en.wikipedia.org/wiki/Richard_A._Isaacson
Enrico Bompiani,1889.0,Italy,astronomy,https://en.wikipedia.org/wiki/Enrico_Bompiani
Bryce DeWitt,1923.0,U.S.,Theoretical physics,https://en.wikipedia.org/wiki/Bryce_DeWitt
Alfred North Whitehead,1861.0,England,Theoretical physics,https://en.wikipedia.org/wiki/A._N._Whitehead
K. Eric Drexler,1955.0,U.S.,Engineering,https://en.wikipedia.org/wiki/K._Eric_Drexler
Kurt Mahler,1903.0,German Empire,Mathematics,https://en.wikipedia.org/wiki/Kurt_Mahler
Henri Victor Regnault,1810.0,France,Thermodynamics,https://en.wikipedia.org/wiki/Henri_Victor_Regnault
Ashok Gadgil,1810.0,France,Thermodynamics,https://en.wikipedia.org/wiki/Ashok_Gadgil
Johan Afzelius,1753.0,Sweden,Thermodynamics,https://en.wikipedia.org/wiki/Johann_Afzelius
Erick Weinberg,1947.0,US[1],Theoretical physics,https://en.wikipedia.org/wiki/Erick_Weinberg
Yozo Matsushima,1921.0,Japan,Mathematics,https://en.wikipedia.org/wiki/Yozo_Matsushima
Stanisław Zaremba (mathematician),1863.0,Austria-Hungary (present-day Ukraine),Mathematical analysis,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Zaremba_(mathematician)
Ralph Fox,1913.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Ralph_Fox
Scott Aaronson,1981.0,United States,Computational complexity theory,https://en.wikipedia.org/wiki/Scott_Aaronson
Tathagat Avatar Tulsi,1987.0,Bihar,Physics,https://en.wikipedia.org/wiki/Tathagat_Avatar_Tulsi
Allen Shields,1927.0,U.S.,Physics,https://en.wikipedia.org/wiki/Allen_Shields
Daniel W. Stroock,1940.0,US,Mathematics,https://en.wikipedia.org/wiki/Daniel_Stroock
Alexander McAulay,1863.0,Born(1863-12-09)9 December 1863,Mathematics,https://en.wikipedia.org/wiki/Alexander_McAulay
Lawrence J. Christiano,1863.0,Born(1863-12-09)9 December 1863,Mathematics,https://en.wikipedia.org/wiki/Lawrence_J._Christiano
Roland Bénabou,1863.0,Born(1863-12-09)9 December 1863,Mathematics,https://en.wikipedia.org/wiki/Roland_B%C3%A9nabou
Ky Fan,1914.0,China,Mathematics,https://en.wikipedia.org/wiki/Ky_Fan
Henri Cartan,1904.0,France,Mathematics,https://en.wikipedia.org/wiki/Henri_Cartan
Carl Vogt,1817.0,Grand Duchy of Hesse,Mathematics,https://en.wikipedia.org/wiki/Carl_Vogt
Jacob Bekenstein,1947.0,Mexico,Theoretical physics,https://en.wikipedia.org/wiki/Jacob_Bekenstein
Michael Foster (physiologist),1836.0,England,Physiologist,https://en.wikipedia.org/wiki/Michael_Foster_(physiologist)
Leonid Libkin,1836.0,England,Physiologist,https://en.wikipedia.org/wiki/Leonid_Libkin
Joseph Keller,1923.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Joseph_Keller
William Sharpey,1802.0,Scotland,Mathematics,https://en.wikipedia.org/wiki/William_Sharpey
Karl Theophil Fries,1875.0,German Empire,Mathematics,https://en.wikipedia.org/wiki/Karl_Theophil_Fries
David George Kendall,1918.0,England,Probability,https://en.wikipedia.org/wiki/D._G._Kendall
Terence Irwin,1947.0,Northern Ireland[1][2],Probability,https://en.wikipedia.org/wiki/Terence_Irwin
Walter H. Schottky,1886.0,Switzerland,Physicist,https://en.wikipedia.org/wiki/Walter_H._Schottky
Walter Abraham Jacobs,1883.0,U.S.,Physicist,https://en.wikipedia.org/wiki/Walter_A._Jacobs
Adolf Eugen Fick,1829.0,Electorate of Hesse,Physiology,https://en.wikipedia.org/wiki/Adolf_Fick
Katharine Way,1902.0,Pennsylvania,Physics,https://en.wikipedia.org/wiki/Katharine_Way
Graeme Segal,1941.0,Born (1941-12-21) 21 December 1941 (age 81),Mathematics,https://en.wikipedia.org/wiki/Graeme_Segal
Nina Bari,1901.0,Russian Empire,Mathematics,https://en.wikipedia.org/wiki/Nina_Bari
Georges Darmois,1888.0,Meurthe-et-Moselle,Mathematics,https://en.wikipedia.org/wiki/Georges_Darmois
Bernard J. Matkowsky,1939.0,1939,Mathematics,https://en.wikipedia.org/wiki/Bernard_J._Matkowsky
Brian Greene,1962.0,U.S.,Physics,https://en.wikipedia.org/wiki/Brian_Greene
Nikolai Lobachevsky,1792.0,Russia),Geometry,https://en.wikipedia.org/wiki/Nikolai_Lobachevsky
Mark Trodden,1968.0,England,Physics,https://en.wikipedia.org/wiki/Mark_Trodden
Shafi Goldwasser,1959.0,U.S.,Computer science,https://en.wikipedia.org/wiki/Shafrira_Goldwasser
Radhika Nagpal,1959.0,U.S.,Computer science,https://en.wikipedia.org/wiki/Radhika_Nagpal
Lee Alvin DuBridge,1901.0,U.S.,Physics,https://en.wikipedia.org/wiki/Lee_Alvin_DuBridge
William Duane (physicist),1872.0,U.S.,Physics,https://en.wikipedia.org/wiki/William_Duane_(physicist)
Henry G. Booker,1910.0,England,"engineering, radiophysics",https://en.wikipedia.org/wiki/Henry_G._Booker
John Stewart Bell,1928.0,UK,"engineering, radiophysics",https://en.wikipedia.org/wiki/John_Stewart_Bell
John Hasted,1921.0,Born17 February 1921,"engineering, radiophysics",https://en.wikipedia.org/wiki/John_Hasted
Julius Edgar Lilienfeld,1882.0,Austro-Hungarian Empire,Physicist,https://en.wikipedia.org/wiki/Julius_Edgar_Lilienfeld
Bernhard Neumann,1909.0,Germany,Mathematics,https://en.wikipedia.org/wiki/Bernhard_Neumann
Hyman Minsky,1919.0,Illinois,Mathematics,https://en.wikipedia.org/wiki/Hyman_Minsky
Leonard Lerman,1925.0,1925,Genetics,https://en.wikipedia.org/wiki/Leonard_Lerman
Benjamin Kagan,1869.0,Russian Empire,Mathematics,https://en.wikipedia.org/wiki/Veniamin_Kagan
Seymour Papert,1928.0,Union of South Africa,Cognitive science,https://en.wikipedia.org/wiki/Seymour_Papert
Mildred Allen (physicist),1894.0,Massachusetts,Physics,https://en.wikipedia.org/wiki/Mildred_Allen_(physicist)
Samuel J. Lomonaco Jr.,1942.0,1942 (age 81),Physics,https://en.wikipedia.org/wiki/Samuel_J._Lomonaco_Jr.
Edoardo Airoldi,1974.0,1974 (age 49),Statistics,https://en.wikipedia.org/wiki/Edoardo_Airoldi
Peter Phillips (economist),1948.0,UK,Statistics,https://en.wikipedia.org/wiki/Peter_C._B._Phillips
G. H. Hardy,1877.0,England,Mathematics,https://en.wikipedia.org/wiki/G.H._Hardy
Sam Edwards (physicist),1928.0,Wales,Physics,https://en.wikipedia.org/wiki/Samuel_Frederick_Edwards
Karl Wilhelm Rosenmund,1884.0,Germany,Physics,https://en.wikipedia.org/wiki/Karl_Wilhelm_Rosenmund
John Henry Schwarz,1941.0,Massachusetts,Theoretical physics,https://en.wikipedia.org/wiki/John_Henry_Schwarz
Daniel Dugué,1912.0,Senegal,Mathematics,https://en.wikipedia.org/wiki/Daniel_Dugu%C3%A9
Hans Frauenfelder,1922.0,Switzerland,Physicist,https://en.wikipedia.org/wiki/Hans_Frauenfelder
Archibald Watson,1849.0,Australia,Physicist,https://en.wikipedia.org/wiki/Archibald_Watson
Albert Marden,1934.0,Born (1934-11-18) 18 November 1934 (age 88)Milwaukee,Mathematics,https://en.wikipedia.org/wiki/Albert_Marden
J. Barkley Rosser,1907.0,U.S.,Mathematical logic,https://en.wikipedia.org/wiki/J._Barkley_Rosser
Frances Harshbarger,1902.0,US,Mathematics,https://en.wikipedia.org/wiki/Frances_Harshbarger
Giuseppe Veronese,1854.0,Born(1854-05-07)7 May 1854Chioggia,Mathematics,https://en.wikipedia.org/wiki/Giuseppe_Veronese
Đuro Kurepa,1907.0,Austria-Hungary,Mathematics,https://en.wikipedia.org/wiki/%C4%90uro_Kurepa
Mervin Kelly,1894.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Mervin_Kelly
Claude LeBrun,1894.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Claude_LeBrun
Lipót Fejér,1880.0,Austria-Hungary,Mathematics,https://en.wikipedia.org/wiki/Lip%C3%B3t_Fej%C3%A9r
Bernard d'Espagnat,1921.0,France,Physics,https://en.wikipedia.org/wiki/Bernard_d%27Espagnat
Jean-Pierre Serre,1926.0,France,Mathematics,https://en.wikipedia.org/wiki/Jean-Pierre_Serre
Aleksandr Kronrod,1921.0,RSFSR,Mathematics,https://en.wikipedia.org/wiki/Alexander_Kronrod
Jeffrey Shallit,1957.0,U.S.,Formal language theory,https://en.wikipedia.org/wiki/Jeffrey_Shallit
Viktor Meyer,1848.0,Germany,Formal language theory,https://en.wikipedia.org/wiki/Viktor_Meyer
Yiannis N. Moschovakis,1938.0,Greece,Mathematics,https://en.wikipedia.org/wiki/Yiannis_N._Moschovakis
Dmitry Kramkov,1938.0,Greece,Mathematics,https://en.wikipedia.org/wiki/Dmitry_Kramkov
Hans Reichenbach,1891.0,German Empire,Mathematics,https://en.wikipedia.org/wiki/Hans_Reichenbach
Joel Moses,1941.0,Born25 November 1941 (1941-11-25)Mandatory Palestine,Computer science,https://en.wikipedia.org/wiki/Joel_Moses
Tullio Levi-Civita,1873.0,Italy,Mathematics,https://en.wikipedia.org/wiki/Tullio_Levi-Civita
Max Westenhöfer,1871.0,German Empire,Pathology,https://en.wikipedia.org/wiki/Max_Westenh%C3%B6fer
Paul Deheuvels,1948.0,Turkey,Mathematics,https://en.wikipedia.org/wiki/Paul_Deheuvels
Andrei Monin,1921.0,RSFSR,Atmospheric physics,https://en.wikipedia.org/wiki/Andrei_Monin
Leo Törnqvist,1911.0,BornLeo Waldemar Törnqvist(1911-02-14)14 February 1911,Statistics,https://en.wikipedia.org/wiki/Leo_T%C3%B6rnqvist
Andris Ambainis,1975.0,Latvia,Quantum information,https://en.wikipedia.org/wiki/Andris_Ambainis
Johann Georg Büsch,1975.0,Latvia,Quantum information,https://en.wikipedia.org/wiki/Johann_Georg_B%C3%BCsch
Katrin Eggenberger,1982.0,Switzerland,Quantum information,https://en.wikipedia.org/wiki/Katrin_Eggenberger
Hildred Blewett,1911.0,Canada,Accelerator physics,https://en.wikipedia.org/wiki/Hildred_Blewett
Thomas Caywood,1919.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Thomas_Caywood
Steven Orszag,1943.0,New York,Mathematics,https://en.wikipedia.org/wiki/Steven_Orszag
Norman Christ,1943.0,U.S.,Physicist,https://en.wikipedia.org/wiki/Norman_Christ
Ethan Vishniac,1955.0,BornEthan Tecumseh Vishniac1955 (age 67–68),Astrophysics,https://en.wikipedia.org/wiki/Ethan_Vishniac
Ludwig Stickelberger,1850.0,Schaffhausen;,Mathematics,https://en.wikipedia.org/wiki/Ludwig_Stickelberger
